DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ERK_N,GSK3B_N,JNK_N,TRKA_N,RSK_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,pS6_N,SYP_N,CaNA_N,class
-1.550391696,-2.75351238,-0.918305487,-8.945115433,-30.09935702,0.377536071,0.446297911,-9.213404438,-0.473433678,-4.359335252,-2.69539353,0.056668777,-0.088810308,-0.168938446,-2.775472483,-1.909462998,-6.340431401,-4.790907459,0.883742138,-3.82883125,-0.49229197,0.147939702,0.597380392,-20.04725165,-3.778574755,0.162061958,-2.052541785,0.233484232,-0.502544327,0.153023514,0.240077083,0.91647824,-0.595458799,0.137953446,-0.82403867,-0.220069886,-0.322523111,0.291104651,-0.244480712,3.240667465,-0.5114451,-2.506856183,-0.160880151,8.977443973,0.222413553,-1.089412298,-4.441896679,-0.303408591,0.337145316,-0.014457124,-0.063285154,-0.075749137,-0.179870177,-0.025957427,0.210845263,0.179867598,0.082749857,-0.189532676,0.309579709,-3.764684581,-0.987106623,0.528252176,0.180079001,0.543857423,0.180911022,-0.063285154,0.351682977,-1.765015449,2
-1.562544234,-2.774055025,-0.926155311,-9.014365645,-30.31185154,0.378509291,0.447924594,-9.282142468,-0.477562294,-4.395050266,-2.715298119,0.05522944,-0.091621142,-0.171663168,-2.797705525,-1.924264964,-6.388457746,-4.832183437,0.886233544,-3.856418945,-0.497587501,0.146650241,0.599915846,-20.18709528,-3.810039088,0.161492512,-2.069395281,0.233924375,-0.508072705,0.151874423,0.238966856,0.920051565,-0.603530979,0.135488678,-0.831362697,-0.224663886,-0.326657042,0.290936166,-0.248586524,3.258070887,-0.515543848,-2.526733673,-0.162982816,9.021972274,0.221972326,-1.097957942,-4.476008469,-0.306247061,0.338236566,-0.015663887,-0.064297231,-0.077067137,-0.181976769,-0.026885676,0.211413076,0.179520491,0.082396236,-0.193432354,0.30994718,-3.796666789,-1.005024264,0.530748178,0.175174239,0.542069192,0.180837846,-0.064297231,0.351253882,-1.786206093,2
-1.574696772,-2.794597669,-0.934005134,-9.083615857,-30.52434606,0.379482511,0.449551277,-9.350880497,-0.481690911,-4.430765281,-2.735202708,0.053790103,-0.094431977,-0.174387889,-2.819938567,-1.93906693,-6.436484092,-4.873459415,0.888724951,-3.884006641,-0.502883032,0.145360781,0.602451299,-20.32693891,-3.841503421,0.160923066,-2.086248778,0.234364519,-0.513601084,0.150725333,0.237856628,0.923624891,-0.61160316,0.13302391,-0.838686723,-0.229257886,-0.330790972,0.290767682,-0.252692337,3.275474308,-0.519642596,-2.546611162,-0.16508548,9.066500575,0.221531098,-1.106503586,-4.510120259,-0.309085531,0.339327817,-0.01687065,-0.065309308,-0.078385137,-0.184083361,-0.027813925,0.211980889,0.179173384,0.082042615,-0.197332031,0.31031465,-3.828648998,-1.022941906,0.533244179,0.170269478,0.54028096,0.18076467,-0.065309308,0.350824787,-1.807396736,2
-1.58684931,-2.815140314,-0.941854958,-9.152866069,-30.73684058,0.380455731,0.45117796,-9.419618527,-0.485819527,-4.466480295,-2.755107297,0.052350766,-0.097242811,-0.17711261,-2.842171609,-1.953868896,-6.484510437,-4.914735393,0.891216358,-3.911594336,-0.508178564,0.144071321,0.604986752,-20.46678254,-3.872967754,0.16035362,-2.103102275,0.234804662,-0.519129462,0.149576242,0.236746401,0.927198217,-0.61967534,0.130559143,-0.84601075,-0.233851887,-0.334924903,0.290599197,-0.25679815,3.29287773,-0.523741344,-2.566488651,-0.167188145,9.111028876,0.221089871,-1.115049229,-4.544232049,-0.311924,0.340419068,-0.018077413,-0.066321385,-0.079703138,-0.186189953,-0.028742174,0.212548702,0.178826276,0.081688994,-0.201231708,0.310682121,-3.860631206,-1.040859547,0.53574018,0.165364716,0.538492728,0.180691494,-0.066321385,0.350395692,-1.828587379,2
-1.599001848,-2.835682958,-0.949704782,-9.222116281,-30.9493351,0.38142895,0.452804643,-9.488356557,-0.489948144,-4.50219531,-2.775011886,0.05091143,-0.100053645,-0.179837332,-2.864404651,-1.968670862,-6.532536783,-4.956011371,0.893707765,-3.939182032,-0.513474095,0.14278186,0.607522205,-20.60662617,-3.904432087,0.159784173,-2.119955772,0.235244806,-0.524657841,0.148427151,0.235636173,0.930771543,-0.627747521,0.128094375,-0.853334776,-0.238445887,-0.339058834,0.290430713,-0.260903962,3.310281152,-0.527840092,-2.58636614,-0.169290809,9.155557177,0.220648643,-1.123594873,-4.578343839,-0.31476247,0.341510318,-0.019284176,-0.067333462,-0.081021138,-0.188296545,-0.029670423,0.213116515,0.178479169,0.081335372,-0.205131386,0.311049592,-3.892613415,-1.058777188,0.538236182,0.160459954,0.536704496,0.180618319,-0.067333462,0.349966597,-1.849778023,2
-1.611154386,-2.856225603,-0.957554605,-9.291366493,-31.16182962,0.38240217,0.454431327,-9.557094586,-0.49407676,-4.537910325,-2.794916475,0.049472093,-0.10286448,-0.182562053,-2.886637692,-1.983472828,-6.580563128,-4.997287349,0.896199172,-3.966769727,-0.518769626,0.1414924,0.610057658,-20.7464698,-3.93589642,0.159214727,-2.136809268,0.235684949,-0.530186219,0.14727806,0.234525946,0.934344868,-0.635819701,0.125629607,-0.860658803,-0.243039888,-0.343192765,0.290262228,-0.265009775,3.327684574,-0.531938839,-2.606243629,-0.171393474,9.200085478,0.220207416,-1.132140517,-4.612455629,-0.31760094,0.342601569,-0.020490939,-0.068345539,-0.082339138,-0.190403137,-0.030598672,0.213684328,0.178132061,0.080981751,-0.209031063,0.311417063,-3.924595624,-1.076694829,0.540732183,0.155555193,0.534916264,0.180545143,-0.068345539,0.349537501,-1.870968666,2
-1.623306924,-2.876768248,-0.965404429,-9.360616704,-31.37432414,0.38337539,0.45605801,-9.625832616,-0.498205377,-4.573625339,-2.814821064,0.048032756,-0.105675314,-0.185286774,-2.908870734,-1.998274794,-6.628589474,-5.038563327,0.898690578,-3.994357423,-0.524065158,0.14020294,0.612593112,-20.88631343,-3.967360753,0.158645281,-2.153662765,0.236125093,-0.535714597,0.14612897,0.233415718,0.937918194,-0.643891882,0.123164839,-0.86798283,-0.247633888,-0.347326695,0.290093744,-0.269115587,3.345087995,-0.536037587,-2.626121118,-0.173496139,9.244613779,0.219766188,-1.14068616,-4.646567419,-0.32043941,0.343692819,-0.021697702,-0.069357616,-0.083657138,-0.192509728,-0.031526921,0.214252141,0.177784954,0.08062813,-0.21293074,0.311784533,-3.956577832,-1.09461247,0.543228184,0.150650431,0.533128032,0.180471967,-0.069357616,0.349108406,-1.892159309,2
-1.635459462,-2.897310892,-0.973254252,-9.429866916,-31.58681866,0.38434861,0.457684693,-9.694570645,-0.502333993,-4.609340354,-2.834725653,0.046593419,-0.108486148,-0.188011496,-2.931103776,-2.01307676,-6.676615819,-5.079839305,0.901181985,-4.021945118,-0.529360689,0.138913479,0.615128565,-21.02615706,-3.998825086,0.158075834,-2.170516262,0.236565236,-0.541242976,0.144979879,0.232305491,0.94149152,-0.651964062,0.120700072,-0.875306856,-0.252227888,-0.351460626,0.28992526,-0.2732214,3.362491417,-0.540136335,-2.645998608,-0.175598803,9.28914208,0.219324961,-1.149231804,-4.680679209,-0.323277879,0.34478407,-0.022904465,-0.070369693,-0.084975138,-0.19461632,-0.03245517,0.214819954,0.177437847,0.080274508,-0.216830418,0.312152004,-3.988560041,-1.112530112,0.545724186,0.145745669,0.5313398,0.180398791,-0.070369693,0.348679311,-1.913349953,2
-1.647612,-2.917853537,-0.981104076,-9.499117128,-31.79931318,0.38532183,0.459311376,-9.763308675,-0.50646261,-4.645055368,-2.854630242,0.045154082,-0.111296983,-0.190736217,-2.953336818,-2.027878726,-6.724642165,-5.121115283,0.903673392,-4.049532813,-0.53465622,0.137624019,0.617664018,-21.16600068,-4.030289419,0.157506388,-2.187369758,0.23700538,-0.546771354,0.143830788,0.231195263,0.945064846,-0.660036243,0.118235304,-0.882630883,-0.256821889,-0.355594557,0.289756775,-0.277327213,3.379894839,-0.544235083,-2.665876097,-0.177701468,9.333670381,0.218883733,-1.157777447,-4.714790999,-0.326116349,0.345875321,-0.024111228,-0.07138177,-0.086293138,-0.196722912,-0.033383419,0.215387767,0.177090739,0.079920887,-0.220730095,0.312519475,-4.020542249,-1.130447753,0.548220187,0.140840908,0.529551568,0.180325615,-0.07138177,0.348250216,-1.934540596,2
-1.659764538,-2.938396182,-0.988953899,-9.56836734,-32.0118077,0.38629505,0.460938059,-9.832046705,-0.510591226,-4.680770383,-2.874534831,0.043714745,-0.114107817,-0.193460939,-2.97556986,-2.042680692,-6.77266851,-5.162391261,0.906164799,-4.077120509,-0.539951752,0.136334559,0.620199471,-21.30584431,-4.061753752,0.156936942,-2.204223255,0.237445523,-0.552299733,0.142681698,0.230085036,0.948638171,-0.668108423,0.115770536,-0.889954909,-0.261415889,-0.359728487,0.289588291,-0.281433025,3.39729826,-0.548333831,-2.685753586,-0.179804132,9.378198681,0.218442506,-1.166323091,-4.748902789,-0.328954819,0.346966571,-0.025317991,-0.072393847,-0.087611139,-0.198829504,-0.034311668,0.21595558,0.176743632,0.079567266,-0.224629773,0.312886946,-4.052524458,-1.148365394,0.550716188,0.135936146,0.527763336,0.180252439,-0.072393847,0.347821121,-1.955731239,2
-1.671917076,-2.958938826,-0.996803723,-9.637617552,-32.22430222,0.38726827,0.462564742,-9.900784734,-0.514719843,-4.716485398,-2.89443942,0.042275409,-0.116918651,-0.19618566,-2.997802902,-2.057482658,-6.820694856,-5.203667239,0.908656205,-4.104708204,-0.545247283,0.135045098,0.622734924,-21.44568794,-4.093218085,0.156367496,-2.221076752,0.237885667,-0.557828111,0.141532607,0.228974808,0.952211497,-0.676180603,0.113305768,-0.897278936,-0.26600989,-0.363862418,0.289419806,-0.285538838,3.414701682,-0.552432579,-2.705631075,-0.181906797,9.422726982,0.218001278,-1.174868735,-4.783014579,-0.331793288,0.348057822,-0.026524754,-0.073405925,-0.088929139,-0.200936096,-0.035239917,0.216523393,0.176396525,0.079213645,-0.22852945,0.313254416,-4.084506666,-1.166283035,0.55321219,0.131031384,0.525975104,0.180179263,-0.073405925,0.347392026,-1.976921883,2
-1.684069614,-2.979481471,-1.004653546,-9.706867764,-32.43679674,0.38824149,0.464191425,-9.969522764,-0.518848459,-4.752200412,-2.914344009,0.040836072,-0.119729486,-0.198910381,-3.020035944,-2.072284624,-6.868721201,-5.244943217,0.911147612,-4.1322959,-0.550542814,0.133755638,0.625270377,-21.58553157,-4.124682418,0.155798049,-2.237930249,0.23832581,-0.563356489,0.140383516,0.227864581,0.955784823,-0.684252784,0.110841001,-0.904602962,-0.27060389,-0.367996349,0.289251322,-0.289644651,3.432105104,-0.556531327,-2.725508564,-0.184009461,9.467255283,0.217560051,-1.183414378,-4.817126369,-0.334631758,0.349149073,-0.027731518,-0.074418002,-0.090247139,-0.203042688,-0.036168165,0.217091206,0.176049417,0.078860023,-0.232429127,0.313621887,-4.116488875,-1.184200676,0.555708191,0.126126623,0.524186872,0.180106087,-0.074418002,0.346962931,-1.998112526,2
-1.696222152,-3.000024116,-1.01250337,-9.776117976,-32.64929126,0.38921471,0.465818108,-10.03826079,-0.522977076,-4.787915427,-2.934248598,0.039396735,-0.12254032,-0.201635103,-3.042268986,-2.08708659,-6.916747547,-5.286219195,0.913639019,-4.159883595,-0.555838346,0.132466178,0.627805831,-21.7253752,-4.156146751,0.155228603,-2.254783745,0.238765953,-0.568884868,0.139234426,0.226754353,0.959358148,-0.692324964,0.108376233,-0.911926989,-0.27519789,-0.37213028,0.289082837,-0.293750463,3.449508525,-0.560630075,-2.745386054,-0.186112126,9.511783584,0.217118823,-1.191960022,-4.851238159,-0.337470228,0.350240323,-0.028938281,-0.075430079,-0.091565139,-0.20514928,-0.037096414,0.217659019,0.17570231,0.078506402,-0.236328805,0.313989358,-4.148471084,-1.202118318,0.558204193,0.121221861,0.52239864,0.180032911,-0.075430079,0.346533836,-2.01930317,2
-1.70837469,-3.02056676,-1.020353193,-9.845368187,-32.86178578,0.39018793,0.467444791,-10.10699882,-0.527105692,-4.823630441,-2.954153187,0.037957398,-0.125351154,-0.204359824,-3.064502028,-2.101888556,-6.964773892,-5.327495173,0.916130426,-4.187471291,-0.561133877,0.131176717,0.630341284,-21.86521883,-4.187611084,0.154659157,-2.271637242,0.239206097,-0.574413246,0.138085335,0.225644126,0.962931474,-0.700397145,0.105911465,-0.919251015,-0.279791891,-0.37626421,0.288914353,-0.297856276,3.466911947,-0.564728823,-2.765263543,-0.188214791,9.556311885,0.216677596,-1.200505666,-4.885349949,-0.340308698,0.351331574,-0.030145044,-0.076442156,-0.092883139,-0.207255872,-0.038024663,0.218226832,0.175355202,0.078152781,-0.240228482,0.314356829,-4.180453292,-1.220035959,0.560700194,0.116317099,0.520610408,0.179959735,-0.076442156,0.346104741,-2.040493813,2
-1.720527228,-3.041109405,-1.028203017,-9.914618399,-33.0742803,0.39116115,0.469071474,-10.17573685,-0.531234309,-4.859345456,-2.974057776,0.036518061,-0.128161989,-0.207084545,-3.08673507,-2.116690522,-7.012800238,-5.368771151,0.918621832,-4.215058986,-0.566429408,0.129887257,0.632876737,-22.00506246,-4.219075417,0.154089711,-2.288490739,0.23964624,-0.579941625,0.136936244,0.224533898,0.9665048,-0.708469325,0.103446697,-0.926575042,-0.284385891,-0.380398141,0.288745868,-0.301962088,3.484315369,-0.568827571,-2.785141032,-0.190317455,9.600840186,0.216236368,-1.209051309,-4.919461739,-0.343147167,0.352422824,-0.031351807,-0.077454233,-0.094201139,-0.209362464,-0.038952912,0.218794645,0.175008095,0.07779916,-0.244128159,0.314724299,-4.212435501,-1.2379536,0.563196195,0.111412338,0.518822177,0.179886559,-0.077454233,0.345675646,-2.061684456,2
-1.732679766,-3.06165205,-1.03605284,-9.983868611,-33.28677482,0.39213437,0.470698157,-10.24447488,-0.535362925,-4.895060471,-2.993962365,0.035078724,-0.130972823,-0.209809267,-3.108968112,-2.131492488,-7.060826583,-5.410047129,0.921113239,-4.242646682,-0.57172494,0.128597797,0.63541219,-22.14490609,-4.25053975,0.153520264,-2.305344236,0.240086384,-0.585470003,0.135787154,0.223423671,0.970078126,-0.716541506,0.10098193,-0.933899069,-0.288979892,-0.384532072,0.288577384,-0.306067901,3.50171879,-0.572926318,-2.805018521,-0.19242012,9.645368487,0.215795141,-1.217596953,-4.953573529,-0.345985637,0.353514075,-0.03255857,-0.07846631,-0.09551914,-0.211469056,-0.039881161,0.219362458,0.174660988,0.077445538,-0.248027837,0.31509177,-4.244417709,-1.255871241,0.565692197,0.106507576,0.517033945,0.179813383,-0.07846631,0.345246551,-2.0828751,2
-1.744832304,-3.082194694,-1.043902664,-10.05311882,-33.49926934,0.39310759,0.47232484,-10.31321291,-0.539491542,-4.930775485,-3.013866954,0.033639388,-0.133783657,-0.212533988,-3.131201154,-2.146294454,-7.108852929,-5.451323106,0.923604646,-4.270234377,-0.577020471,0.127308336,0.637947643,-22.28474972,-4.282004083,0.152950818,-2.322197732,0.240526527,-0.590998382,0.134638063,0.222313443,0.973651451,-0.724613686,0.098517162,-0.941223095,-0.293573892,-0.388666002,0.288408899,-0.310173714,3.519122212,-0.577025066,-2.82489601,-0.194522784,9.689896788,0.215353913,-1.226142597,-4.987685319,-0.348824107,0.354605326,-0.033765333,-0.079478387,-0.09683714,-0.213575648,-0.04080941,0.219930271,0.17431388,0.077091917,-0.251927514,0.315459241,-4.276399918,-1.273788882,0.568188198,0.101602815,0.515245713,0.179740207,-0.079478387,0.344817456,-2.104065743,2
-1.756984842,-3.102737339,-1.051752487,-10.12236903,-33.71176386,0.39408081,0.473951523,-10.38195094,-0.543620158,-4.9664905,-3.033771542,0.032200051,-0.136594491,-0.21525871,-3.153434196,-2.16109642,-7.156879274,-5.492599084,0.926096053,-4.297822073,-0.582316002,0.126018876,0.640483097,-22.42459335,-4.313468416,0.152381372,-2.339051229,0.240966671,-0.59652676,0.133488972,0.221203216,0.977224777,-0.732685867,0.096052394,-0.948547122,-0.298167892,-0.392799933,0.288240415,-0.314279526,3.536525634,-0.581123814,-2.844773499,-0.196625449,9.734425089,0.214912686,-1.23468824,-5.021797109,-0.351662577,0.355696576,-0.034972096,-0.080490464,-0.09815514,-0.21568224,-0.041737659,0.220498084,0.173966773,0.076738296,-0.255827191,0.315826712,-4.308382126,-1.291706523,0.570684199,0.096698053,0.513457481,0.179667031,-0.080490464,0.344388361,-2.125256386,2
-1.76913738,-3.123279983,-1.059602311,-10.19161925,-33.92425838,0.39505403,0.475578207,-10.45068897,-0.547748775,-5.002205514,-3.053676131,0.030760714,-0.139405326,-0.217983431,-3.175667238,-2.175898386,-7.20490562,-5.533875062,0.928587459,-4.325409768,-0.587611534,0.124729416,0.64301855,-22.56443698,-4.344932749,0.151811925,-2.355904726,0.241406814,-0.602055138,0.132339882,0.220092988,0.980798103,-0.740758047,0.093587626,-0.955871148,-0.302761893,-0.396933864,0.28807193,-0.318385339,3.553929055,-0.585222562,-2.864650989,-0.198728114,9.77895339,0.214471458,-1.243233884,-5.055908899,-0.354501046,0.356787827,-0.036178859,-0.081502541,-0.09947314,-0.217788832,-0.042665908,0.221065897,0.173619665,0.076384675,-0.259726869,0.316194182,-4.340364335,-1.309624165,0.573180201,0.091793291,0.511669249,0.179593855,-0.081502541,0.343959266,-2.14644703,2
-1.781289918,-3.143822628,-1.067452134,-10.26086946,-34.1367529,0.39602725,0.47720489,-10.519427,-0.551877391,-5.037920529,-3.07358072,0.029321377,-0.14221616,-0.220708152,-3.19790028,-2.190700352,-7.252931965,-5.57515104,0.931078866,-4.352997463,-0.592907065,0.123439955,0.645554003,-22.70428061,-4.376397082,0.151242479,-2.372758223,0.241846958,-0.607583517,0.131190791,0.218982761,0.984371428,-0.748830228,0.091122859,-0.963195175,-0.307355893,-0.401067795,0.287903446,-0.322491151,3.571332477,-0.58932131,-2.884528478,-0.200830778,9.82348169,0.214030231,-1.251779527,-5.090020689,-0.357339516,0.357879077,-0.037385622,-0.082514618,-0.10079114,-0.219895424,-0.043594157,0.22163371,0.173272558,0.076031053,-0.263626546,0.316561653,-4.372346544,-1.327541806,0.575676202,0.08688853,0.509881017,0.179520679,-0.082514618,0.34353017,-2.167637673,2
-1.793442456,-3.164365273,-1.075301958,-10.33011967,-34.34924742,0.397000469,0.478831573,-10.58816503,-0.556006008,-5.073635544,-3.093485309,0.02788204,-0.145026994,-0.223432874,-3.220133322,-2.205502318,-7.300958311,-5.616427018,0.933570273,-4.380585159,-0.598202596,0.122150495,0.648089456,-22.84412423,-4.407861415,0.150673033,-2.389611719,0.242287101,-0.613111895,0.1300417,0.217872533,0.987944754,-0.756902408,0.088658091,-0.970519201,-0.311949894,-0.405201725,0.287734961,-0.326596964,3.588735899,-0.593420058,-2.904405967,-0.202933443,9.868009991,0.213589003,-1.260325171,-5.124132479,-0.360177986,0.358970328,-0.038592385,-0.083526695,-0.10210914,-0.222002015,-0.044522406,0.222201523,0.172925451,0.075677432,-0.267526224,0.316929124,-4.404328752,-1.345459447,0.578172204,0.081983768,0.508092785,0.179447503,-0.083526695,0.343101075,-2.188828316,2
-1.805594993,-3.184907917,-1.083151782,-10.39936988,-34.56174194,0.397973689,0.480458256,-10.65690306,-0.560134624,-5.109350558,-3.113389898,0.026442703,-0.147837829,-0.226157595,-3.242366364,-2.220304284,-7.348984656,-5.657702996,0.93606168,-4.408172854,-0.603498128,0.120861035,0.650624909,-22.98396786,-4.439325748,0.150103587,-2.406465216,0.242727245,-0.618640274,0.12889261,0.216762306,0.99151808,-0.764974589,0.086193323,-0.977843228,-0.316543894,-0.409335656,0.287566477,-0.330702777,3.60613932,-0.597518806,-2.924283456,-0.205036107,9.912538292,0.213147775,-1.268870815,-5.158244269,-0.363016455,0.360061579,-0.039799148,-0.084538772,-0.103427141,-0.224108607,-0.045450655,0.222769336,0.172578343,0.075323811,-0.271425901,0.317296595,-4.436310961,-1.363377088,0.580668205,0.077079006,0.506304553,0.179374327,-0.084538772,0.34267198,-2.21001896,2
-1.817747531,-3.205450562,-1.091001605,-10.46862009,-34.77423646,0.398946909,0.482084939,-10.72564109,-0.564263241,-5.145065573,-3.133294487,0.025003367,-0.150648663,-0.228882316,-3.264599406,-2.23510625,-7.397011002,-5.698978974,0.938553086,-4.43576055,-0.608793659,0.119571574,0.653160362,-23.12381149,-4.470790081,0.14953414,-2.423318713,0.243167388,-0.624168652,0.127743519,0.215652079,0.995091406,-0.773046769,0.083728556,-0.985167254,-0.321137894,-0.413469587,0.287397992,-0.334808589,3.623542742,-0.601617554,-2.944160945,-0.207138772,9.957066593,0.212706548,-1.277416458,-5.192356059,-0.365854925,0.361152829,-0.041005911,-0.085550849,-0.104745141,-0.226215199,-0.046378904,0.223337149,0.172231236,0.07497019,-0.275325578,0.317664065,-4.468293169,-1.381294729,0.583164206,0.072174245,0.504516321,0.179301151,-0.085550849,0.342242885,-2.231209603,2
-1.829900069,-3.225993207,-1.098851429,-10.53787031,-34.98673098,0.399920129,0.483711622,-10.79437912,-0.568391857,-5.180780587,-3.153199076,0.02356403,-0.153459497,-0.231607038,-3.286832448,-2.249908216,-7.445037347,-5.740254952,0.941044493,-4.463348245,-0.61408919,0.118282114,0.655695816,-23.26365512,-4.502254414,0.148964694,-2.44017221,0.243607531,-0.62969703,0.126594428,0.214541851,0.998664731,-0.78111895,0.081263788,-0.992491281,-0.325731895,-0.417603517,0.287229508,-0.338914402,3.640946164,-0.605716302,-2.964038435,-0.209241437,10.00159489,0.21226532,-1.285962102,-5.226467849,-0.368693395,0.36224408,-0.042212674,-0.086562926,-0.106063141,-0.228321791,-0.047307153,0.223904961,0.171884129,0.074616568,-0.279225256,0.318031536,-4.500275378,-1.399212371,0.585660208,0.067269483,0.502728089,0.179227975,-0.086562926,0.34181379,-2.252400246,2
-1.842052607,-3.246535851,-1.106701252,-10.60712052,-35.19922551,0.400893349,0.485338305,-10.86311715,-0.572520474,-5.216495602,-3.173103665,0.022124693,-0.156270332,-0.234331759,-3.30906549,-2.264710182,-7.493063693,-5.78153093,0.9435359,-4.490935941,-0.619384722,0.116992654,0.658231269,-23.40349875,-4.533718747,0.148395248,-2.457025706,0.244047675,-0.635225409,0.125445338,0.213431624,1.002238057,-0.78919113,0.07879902,-0.999815308,-0.330325895,-0.421737448,0.287061023,-0.343020214,3.658349585,-0.60981505,-2.983915924,-0.211344101,10.04612319,0.211824093,-1.294507746,-5.260579639,-0.371531865,0.36333533,-0.043419437,-0.087575004,-0.107381141,-0.230428383,-0.048235401,0.224472774,0.171537021,0.074262947,-0.283124933,0.318399007,-4.532257586,-1.417130012,0.588156209,0.062364721,0.500939857,0.179154799,-0.087575004,0.341384695,-2.27359089,2
-1.854205145,-3.267078496,-1.114551076,-10.67637073,-35.41172003,0.401866569,0.486964988,-10.93185518,-0.57664909,-5.252210617,-3.193008254,0.020685356,-0.159081166,-0.23705648,-3.331298532,-2.279512148,-7.541090038,-5.822806908,0.946027307,-4.518523636,-0.624680253,0.115703193,0.660766722,-23.54334238,-4.56518308,0.147825801,-2.473879203,0.244487818,-0.640753787,0.124296247,0.212321396,1.005811383,-0.79726331,0.076334252,-1.007139334,-0.334919896,-0.425871379,0.286892539,-0.347126027,3.675753007,-0.613913797,-3.003793413,-0.213446766,10.0906515,0.211382865,-1.303053389,-5.294691429,-0.374370334,0.364426581,-0.0446262,-0.088587081,-0.108699141,-0.232534975,-0.04916365,0.225040587,0.171189914,0.073909326,-0.28702461,0.318766478,-4.564239795,-1.435047653,0.59065221,0.05745996,0.499151625,0.179081623,-0.088587081,0.3409556,-2.294781533,2
-1.866357683,-3.287621141,-1.122400899,-10.74562094,-35.62421455,0.402839789,0.488591671,-11.00059321,-0.580777707,-5.287925631,-3.212912843,0.019246019,-0.161892,-0.239781202,-3.353531573,-2.294314114,-7.589116384,-5.864082886,0.948518713,-4.546111332,-0.629975784,0.114413733,0.663302175,-23.68318601,-4.596647413,0.147256355,-2.4907327,0.244927962,-0.646282166,0.123147156,0.211211169,1.009384709,-0.805335491,0.073869485,-1.014463361,-0.339513896,-0.43000531,0.286724054,-0.35123184,3.693156429,-0.618012545,-3.023670902,-0.21554943,10.1351798,0.210941638,-1.311599033,-5.328803218,-0.377208804,0.365517832,-0.045832963,-0.089599158,-0.110017142,-0.234641567,-0.050091899,0.2256084,0.170842806,0.073555705,-0.290924288,0.319133948,-4.596222004,-1.452965294,0.593148212,0.052555198,0.497363393,0.179008447,-0.089599158,0.340526505,-2.315972176,2
-1.878510221,-3.308163785,-1.130250723,-10.81487115,-35.83670907,0.403813009,0.490218354,-11.06933124,-0.584906323,-5.323640646,-3.232817432,0.017806682,-0.164702835,-0.242505923,-3.375764615,-2.30911608,-7.637142729,-5.905358864,0.95101012,-4.573699027,-0.635271316,0.113124273,0.665837628,-23.82302964,-4.628111746,0.146686909,-2.507586197,0.245368105,-0.651810544,0.121998066,0.210100941,1.012958034,-0.813407671,0.071404717,-1.021787387,-0.344107896,-0.43413924,0.28655557,-0.355337652,3.71055985,-0.622111293,-3.043548391,-0.217652095,10.1797081,0.21050041,-1.320144677,-5.362915008,-0.380047274,0.366609082,-0.047039726,-0.090611235,-0.111335142,-0.236748159,-0.051020148,0.226176213,0.170495699,0.073202083,-0.294823965,0.319501419,-4.628204212,-1.470882935,0.595644213,0.047650436,0.495575162,0.178935271,-0.090611235,0.34009741,-2.33716282,2
-1.890662759,-3.32870643,-1.138100546,-10.88412137,-36.04920359,0.404786229,0.491845037,-11.13806927,-0.58903494,-5.35935566,-3.252722021,0.016367346,-0.167513669,-0.245230645,-3.397997657,-2.323918046,-7.685169075,-5.946634842,0.953501527,-4.601286723,-0.640566847,0.111834812,0.668373082,-23.96287327,-4.659576079,0.146117463,-2.524439693,0.245808249,-0.657338922,0.120848975,0.208990714,1.01653136,-0.821479852,0.068939949,-1.029111414,-0.348701897,-0.438273171,0.286387086,-0.359443465,3.727963272,-0.626210041,-3.06342588,-0.219754759,10.2242364,0.210059183,-1.32869032,-5.397026798,-0.382885743,0.367700333,-0.048246489,-0.091623312,-0.112653142,-0.238854751,-0.051948397,0.226744026,0.170148592,0.072848462,-0.298723643,0.31986889,-4.660186421,-1.488800577,0.598140215,0.042745675,0.49378693,0.178862095,-0.091623312,0.339668315,-2.358353463,2
